ontology ID,label,parent class,definition,definition cross reference,Comment,comment cross reference,editors note,exact synonym,broad synonym,narrow synonym,related synonym,in subset,cross reference,subclass axiom,creation date,created by
ENVO:03501274,bunkhouse,residential building,A residential building containing bunks or beds which are often not separated by walls.,https://en.wikipedia.org/wiki/Bunkhouse,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501275,corn exchange,commercial building,A commercial building where merchants trade grains.,https://en.wikipedia.org/wiki/Corn_exchange,,,,grain exchange,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501276,oast house,commercial building,A commercial building designed for kilning (drying) hops.,https://en.wikipedia.org/wiki/Oast_house,,,,oast|hop kiln,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501277,orangery,building,"A building that formed a very large fruit tree green house, or conservatory, on the grounds of fashionable residences from the 17th to the 19th centuries.",https://en.wikipedia.org/wiki/Orangery,,,,orangerie,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501278,skyscraper,building,A building which historically has at least 10 floors.,https://en.wikipedia.org/wiki/Skyscraper,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501279,tenement,residential building,"A residential building shared by multiple dwellings, typically with flats or apartments on each floor and with shared entrance stairway access.",https://en.wikipedia.org/wiki/Tenement,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501280,mausoleum,public building,"A public building constructed as a external, free-standing monument enclosing the interment space or burial chamber of a deceased person or people.",https://en.wikipedia.org/wiki/Mausoleum,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501281,bowling alley,sports facility,A sports facility where bowling is played.,https://en.wikipedia.org/wiki/Bowling_alley,,,,bowling center|bowling lounge|bowling arena,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501282,hangar,transport feature,A transport feature consisting of a closed building structure to hold aircraft or spacecraft.,https://en.wikipedia.org/wiki/Hangar,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501283,conveyor belt,device,A device consisting of a continuous flexible band moved by a series of rollers to transport objects or material from one place to another.,https://en.wiktionary.org/wiki/conveyor_belt#English,,,,belt conveyor,conveyor|belt conveyor system,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501284,dryer,device,A device designed to remove water or humidity.,https://en.wiktionary.org/wiki/dryer,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501285,clothes dryer,dryer,A dryer that is used to remove moisture from textiles.,https://en.wikipedia.org/wiki/Clothes_dryer,,,,tumble dryer,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501286,calf shed,cow shed,A cow shed for baby cows/bulls.,,,,,calf house|calf-rearing shed|calfshed,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501287,livestock house,animal house,An animal house used for housing livestock.,http://www.fao.org/3/i2433e/i2433e07.pdf,,,,livestock structure|livestock shelter,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501288,facility,human construction,A human construction specially designed for a specific purpose.,https://en.wiktionary.org/wiki/facility,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501289,wrench,hand tool,A hand tool for making rotational adjustments.,https://en.wiktionary.org/wiki/wrench,,,,spanner,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501290,supermarket,food shop,"A self-service shop offering a wide variety of food, beverages and household products, organized into sections.",https://en.wikipedia.org/wiki/Supermarket,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501291,broiler,device,A part of an oven or a small stove used to broil food.,https://en.wiktionary.org/wiki/broiler,,,,grill,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501292,tote bin,manufactured product,"A portable, box-type industrial storage product used for the storage and handling or parts and materials, that may collapse to conserve space when not in use.",https://www.globalspec.com/learnmore/material_handling_packaging_equipment/material_handling_equipment/totes_bins,,,,tote box,tote|storage bin|storage box,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501293,tote bag,manufactured product,A large bag with parallel handles that emerge from the sides of its pouch.,https://en.wikipedia.org/wiki/Tote_bag,,,,,tote|bag,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501294,preprocessing plant,factory,A factory where raw or preprocessed materials are transformed into finished parts or products.,ENVO,,,,preprocessing factory,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501295,processing plant,factory,A factory where raw materials are treated or prepared for final processing.,https://www.collinsdictionary.com/dictionary/english/processing-plant,,,,processing factory,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501296,cheese processing plant,processing plant,"A factory for processing, packaging, labelling, handling, and storing cheese.",,,,,cheese plant|cheese factory,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501297,meat processing plant,processing plant,"A factory for slaughtering, processing, packaging, labelling, handling, and storing of food animal carcasses, parts of carcasses, and meat products.",https://www.ontario.ca/document/meat-plant-guidelines/part-6-operation-meat-plants,,,,meat plant|meat factory,,slaughterhouse|slaughter plant|butchery|abattoir|meat packaging plant|packinghouse|freezing works,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501298,stable bandage,,A bandage wrap used on the lower legs of a horse. ,https://en.wikipedia.org/wiki/Stable_bandage,"A stable bandage runs from just below the knee or hock, to the bottom of the fetlock joint, and protects the cannon bone, tendons of the lower leg, and fetlock joint.",,,standing wrap,stable bandage|standing bandage,stable gauze|stall gauze,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501299,charcuterie shop,delicatessen,A delicatessen-style shop that prepares and sells preserved meat products.,ENVO,,,,,charcuterie,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501300,manure,environmental material,An environmental material consisting of organic matter from plants and/or animals that is used in agriculture as fertilizer.,https://en.wikipedia.org/wiki/Manure,Most manure consists of animal feces; other sources include compost and green manure.,,,manure,,animal manure|compost|green manure|farm slurry|liquid manure,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501301,baseboard,building part,A building part consisting of a board covering the joint between the lowest part of an interior wall surface and the floor.,https://en.wikipedia.org/wiki/Baseboard,Its purpose is to cover the joint between the wall surface and the floor.,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501302,cork (FOODON:03500046),plant matter,"Plant matter consisting of an impermeable buoyant material, the phellem layer of bark tissue.",https://en.wikipedia.org/wiki/Cork_(material),,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8866
ENVO:03501303,natural-based polymers (FOODON:03500057),macromolecule,Macromolecules that are obtained naturally from plants or animals.,https://www.sciencedirect.com/topics/materials-science/natural-polymer,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8871
ENVO:03501324,latex (FOODON:03500054),anthropogenic environmental material,A stable dispersion (emulsion) of polymer microparticles in an aqueous medium.,https://en.wikipedia.org/wiki/Latex,"Latex is made by some plants, but synthetic latexes can be manufactured as well.",,,"Natural rubber, India rubber, Gum elastic, Non-vulcanized rubber",,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
ENVO:03501304,cellophane (FOODON:03500031),organic material,"A thin, transparent sheet made of regenerated cellulose.",https://en.wikipedia.org/wiki/Cellophane,Cellophane is used for food packaging.,,,,Plastic Wrap ,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501305,pliofilm (FOODON:03500032),manufactured plastic,Manufactured plastic consisting of a glossy moistureproof membrane made of rubber hydrochloride.,https://www.merriam-webster.com/dictionary/Pliofilm,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
ENVO:03501306,mylar (FOODON:03500026),polyester macromolecule,A polyester film made from stretched polyethylene terephthalate (PET).,https://en.wikipedia.org/wiki/BoPET,,,,BoPET (Biaxially-oriented polyethylene terephthalate),,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
ENVO:03501307,ceramic (FOODON:03500038),solid environmental material,"A solid environmental material that is hard, brittle, heat-resistant and corrosion-resistant, made by shaping and then firing a nonmetallic mineral at a high temperature.",https://en.wikipedia.org/wiki/Ceramic,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
ENVO:03501308,steel (FOODON:03500044),metallic material,A metallic material which is an alloy of iron with a few percent of carbon.,https://en.wikipedia.org/wiki/Steel,,,,,Alloy,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
,MIxS food package - food production facility,,,,,,,,,,,,,,,
ENVO:03501311,environmental monitoring area,environmental system,An environmental system where environmental monitoring processes are in effect.,,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501312,environmental monitoring program area,environmental monitoring area,An environmental monitoring area which is under observation by humans belonging to organisations with a legislative mandate to monitor the area.,,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501313,food production environmental monitoring zone,environmental monitoring program area,An environmental monitoring program area within a food production facility.,https://www.fda.gov/media/102633/download,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501314,food production environmental monitoring zone 1,object aggregate,An object aggregate which comprises objects whose surfaces are in contact with food during its processing in a food production facility,https://www.fda.gov/media/102633/download,"This can be axiomatised with ""'has part' min 1 'food contact surface'"" . This can also have the axiom ""'part of' some 'food production environmental monitoring zone'""",,,,Zone 1|environmental monitoring zone 1,,,,,'part of' some 'food production environmental monitoring zone',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501315,food production environmental monitoring zone 2,object aggregate,"An object aggregate which comprises objects whose surfaces are not in contact with food during its processing, but which are in close proximity to those in food production environmental monitoring zone 1. ",https://www.fda.gov/media/102633/download,"This can be axiomatised with ""'has part' min 1 'food contact surface'"" . This can also have the axiom ""'part of' some 'food production environmental monitoring zone'"". The threshold for ""close proximity"" can vary based on local or national legislation. 'adjacent to' axioms may also be used for neighbouring zones.",,,,Zone 2,,,,,'part of' some 'food production environmental monitoring zone',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501316,food production environmental monitoring zone 3,object aggregate,"An object aggregate which comprises a facility's set of more remote non-food-processing-contact surfaces that are in or near the processing areas (food productions environmental monitoring zones 1 and 2) and could lead to their contamination, especially through human movement.",https://www.fda.gov/media/102633/download,"This can be axiomatised with ""'has part' min 1 'food contact surface'"" . This can also have the axiom ""'part of' some 'food production environmental monitoring zone'"". The threshold for ""close proximity"" can vary based on local or national legislation. 'adjacent to' axioms may also be used for neighbouring zones.",,,,Zone 3,,,,,'part of' some 'food production environmental monitoring zone',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501317,food production environmental monitoring zone 4,object aggregate,An object aggregate which comprises objects in proximity to food production environmental monitoring zone 3.,https://www.fda.gov/media/102633/download,"This can be axiomatised with ""'has part' min 1 'food contact surface'"" . This can also have the axiom ""'part of' some 'food production environmental monitoring zone'"". The threshold for ""close proximity"" can vary based on local or national legislation. 'adjacent to' axioms may also be used for neighbouring zones.",,,,Zone 4,,,,,'part of' some 'food production environmental monitoring zone',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501318,hygienic food production area,environmental system,An environmental system which is part of a food production facility and whose boundaries are defined by hygienic requirements.,https://doi.org/10.1016/B978-1-78242-447-5.00004-6,"This class is more a convenience grouping class, but can be axiomatised if a hygienic assessment process is completed.",,,,hygienic zone,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501319,food prossessing non-production area,hygienic food production area,A hygienic food production area which is not an immediate part of a food manufacturing process area.,https://doi.org/10.1016/B978-1-78242-447-5.00004-6,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501320,food production low-risk contamination area,hygienic food production area,A hygienic food production area containing products having a low risk of contamination.,https://doi.org/10.1016/B978-1-78242-447-5.00004-6,"This class includes manufacturing areas in which raw materials and/or finished products (within their primary packaging) and packaging/labeling materials are received, sampled, or stored prior to dispatch.",,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501321,food production medium-risk contamination area,hygienic food production area,A hygienic food production area in which general food processing occurs. ,https://doi.org/10.1016/B978-1-78242-447-5.00004-6,"This class includes areas in which raw materials are received, sorted, and sampled; areas within the plant where products susceptible to contamination and/or microbial growth are processed, treated, or handled; areas in which animal carcasses are cut into fresh meat products and areas in which vegetables and produce are packed. Food processing that prepares products for cooking by the consumer (e.g., raw meats, fish, and vegetables) or produces RTE products that are effectively preserved (e.g., canned or baked products) will require procesing in medium-risk hygiene areas.",,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
ENVO:03501322,food production high-risk contamination area,hygienic food production area,"A hygienic food production area containing food products that are not subjected to subsequent microbial decontamination, and where there is a risk of pathogen or microbial spoilage growth.",https://doi.org/10.1016/B978-1-78242-447-5.00004-6,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-5192-7047
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ENVO:03501326,bottle,container,"A container which is typically made of glass or plastic and having a tapered neck, used primarily for holding liquids.",https://en.wiktionary.org/wiki/bottle,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501327,utensil,hand tool,"A hand tool for domestic use, especially in the kitchen.",https://en.wiktionary.org/wiki/utensil,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501353,eating utensil,utensil,A utensil used for consuming food.,https://en.wikipedia.org/wiki/List_of_eating_utensils,,,,,,cutlery utensil,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501328,fork,eating utensil,"An eating utensil with spikes used to put solid food into the mouth, or to hold food down while cutting.",https://en.wiktionary.org/wiki/fork,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501329,spoon,eating utensil,An eating utensil with a scooped end and a long handle.,https://en.wiktionary.org/wiki/spoon,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501346,chopstick,eating utensil,An eating utensil which is a thin stick used in equal length pairs to manipulate food and bring it into a mouth.,https://en.wikipedia.org/wiki/Chopsticks,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501330,cup,utensil,A utensil which is a hand-sized container with an open top.,https://en.wikipedia.org/wiki/Cup,"A cup may be used to hold liquids for pouring or drinking, or to store solids for pouring.",,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501331,healthcare environment,anthropogenic environment,An anthropogenic environment which is bounded by a healthcare facility in which health care services are provided by specialized staff and equipment.,,,,,,,,,,,'has part' some 'healthcare facility',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501332,occupational environment,anthropogenic environment,An anthropogenic environment which is the product of a particular human occupational acitivity.,,,,,work environment,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501101,outdoor environment,environmental system,An environmental system which is not sheltered.,,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501323,residential environment,anthropogenic environment,An anthropogenic environment which provides long-term shelter for its inhabitants.,,,,,,,,,,,'has part' some 'residential building',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501333,child care environment,anthropogenic environment,An anthropogenic environment which is designed for child care.,,,,,childcare environment,,day care environment|daycare environment,,,,'has part' some 'day care building',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501334,child care facility,human construction,A human construction in which child care services are provided to a human child by specialized staff and equipment.,https://en.wikipedia.org/wiki/Child_care,,,,childcare facility,,day care facility|daycare facility,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501335,day care facility,human construction,"A child care facility in which day care services are provided, by specialized staff and equipment, to a human child during the working day.",,,,,daycare|day care facility|daycare facility,,,,,,'has part' some 'day care building',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501336,place of worship,human construction,"A human construction in which individuals or a group of people such as a congregation come to perform acts of devotion, veneration, or religious study.",https://en.wikipedia.org/wiki/Place_of_worship,,,, ,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501337,temple,building|place of worship,A building reserved in which religious or spiritual rituals and activities such as prayer and sacrifice are performed.,https://en.wikipedia.org/wiki/Temple,"""The term typically used for such buildings belonging to all faiths where a more specific term such as church, mosque or synagogue is not generally used in English."" [Wikipedia]",,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501338,human nursery,child care facility,A child care facility in which child care services are provided to young children and babies.,,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501339,household environment,anthropogenic environment,An anthropogenic environment which is bounded by a human dwelling.,,,,,,,,,,,'has part' some 'human dwelling',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501340,community service centre,public building,"A public building in which health, recreation or other public services to a local community are provided.",,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501341,community health centre,healthcare facility,A healthcare facility which is used by a group of general practitioners and nurses to provide healthcare services to people in a certain area.,https://en.wikipedia.org/wiki/Community_health_center,,,,healthcare center|health center,,cottage hospital,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501342,dormitory,room,A room which contains 1) a number of beds for sleeping and 2) often some other furniture and/or residential utilities.,https://en.wiktionary.org/wiki/dormitory,A dormitory is often used to describe student and backpacker accommodation of this kind.,,,,,,,,,'part of' some 'residential building',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501343,first nations reserve,political entity,"A political entity which is defined by contract between the Canadian state (""the Crown"") and a First Nations people. ",https://en.wikipedia.org/wiki/Indian_reserve,"""[First Nations reserves] are not to be confused with land claims areas, which involve all of that First Nations' traditional lands: a much larger territory than any other reserve."" [Wikipedia]",,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501348,veterinary facility,healthcare facility,A healthcare facility which is used to provide healthcare services to animals.,,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501347,hotel,building,A building which 1) containing multiple dwellings of pre-furnished accomodation and 2) is rented on a short term and/or longer-term basis.,,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501349,airplane,aircraft,"An aircraft which 1) has fixed wings and 2) is propelled by a thrust from a jet engine, propeller, or rocket engine.",https://en.wikipedia.org/wiki/Airplane,,,,plane,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501351,ground transport,constructed transport system,"A constructed transport system which is designed to transport people or objects over land, but not water or air.",,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501344,insecure housing,human dwelling,"A human dwelling which may be unsustainable over the long term for an inhabitant because of financial, livability, overcrowding or other factors.",https://www.healthypeople.gov/2020/topics-objectives/topic/social-determinants-health/interventions-resources/housing-instability,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501345,temporary residence,human dwelling,A human dwelling which is provided to one or more persons on a short-term basis.,,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501352,animal rescue shelter,animal house,"An animal house which houses stray, lost, abandoned or surrendered animals.",https://en.wikipedia.org/wiki/Animal_shelter,An animal rescue shelter typically houses mostly dogs and cats.,,,animal shelter | pound,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501350,physician office,healthcare facility,A healthcare facility which is the office of a physician.,https://en.wikipedia.org/wiki/Doctor's_office,,,,doctor's office | doctor's surgery | doctor's practice,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501223,,,,,,,,,canteen,,,,,,,
ENVO:01000927,,,,,,,,daycare building,,,,,,,,https://orcid.org/0000-0002-1107-9135
ENVO:01000970,,,,,,,,deli,,,,,,,,https://orcid.org/0000-0002-9578-0788
ENVO:00000023,,,,,,,,,,streamlet,,,,,,https://orcid.org/0000-0002-9578-0788
ENVO:01001406,,,,,,,,research laboratory,,,,,,,,https://orcid.org/0000-0002-9578-0788
ENVO:00003041,,,,,,,,cattle shed|cowshed|cow barn|cowhouse|cow house|byre,,milking shed,,,,,,https://orcid.org/0000-0002-9578-0788
ENVO:00000482,,,,,,,,ocean floor|seabed,,,,,,,,https://orcid.org/0000-0002-8395-2570
